DOW,DOW_NBR_PRIMARY,FISHERIES_WATERBODY_ID,WATERSHED_MINOR_ID,DOW_SUB_BASIN_NBR_PRIMARY,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,PLS_SECTION_ID_LAKE_CENTER,LAKE_NAME,ALT_LAKE_NAME,mean.gdd,area.hectares,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_PLANIMETERED_ACRES,MAX_DEPTH_FEET,MEAN_DEPTH_FEET,PDIST_cum,SHORE_LENGTH_MILES,MAX_FETCH_MILES,littoral.zone,LITTORAL_AREA_ACRES,secchi.m,FETCH_ORIENTATION_DEGREES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING
73003800,730038,4057,16008,0,31,NA,12202924,Carnelian,NA,2672.898147,72.80705826,180,179.91,164,36,13.8,0.780372043,2.98,1.13,0.9559705,63,3.4,22,45.36738,-94.2744,400170.2,5024490.6
73005100,730051,4127,16013,0,31,NA,12302902,Pleasant,NA,2694.243158,88.08800162,220,217.67,219,33,13,0.61035275,3.45,1.27,1,113.3,3.525,247,45.4942,-94.28696,399484.3,5038674.5
73005500,730055,2830,16010,0,27,NA,12302928,Grand,NA,2764.499822,263.2603836,666,650.53,655,34,19,0.514340102,3.78,1.4,0.4308681,235,2.29,45,45.43716,-94.33743,395420.7,5032339.1
73007600,730076,4108,16076,0,34,NA,12202907,Goodners,NA,2614.211844,75.68842258,285,187.03,150,24,7.4,0.634418423,3.48,1.14,0.7357471,97,1.465,90,45.38756,-94.37597,392322.4,5026890.6
73008200,730082,4106,16016,0,34,NA,12303020,Schneider,NA,2700.031835,24.12333246,53,59.61,54,52,19.3,0.653271841,1.99,0.45,0.43752315,26,1.52,135,45.44624,-94.47686,384587.6,5033652.7
73008300,730083,4107,16016,0,42,NA,12303029,Great Northern,NA,2700.031835,79.2779874,213,195.9,356,16.2,6.1,0.819791493,6.03,0.96,0.3344213,185.35,0.61,67,45.44043,-94.46841,385145.6,5032928.1
73008600,730086,4103,16016,0,34,NA,12303028,Knaus,NA,2700.031835,87.3919417,140,215.95,205,20,6.4,0.818909685,4.51,1.1,0.2385311,202,0.61,45,45.43524,-94.45072,386572.3,5032383.4
73008700,730087,4102,16016,0,34,NA,12303028,Krays,NA,2700.031835,38.47754488,90,95.08,85,40,7,0.819608533,2.7,0.54,0.2726609,82,0.61,45,45.43678,-94.45887,385889.7,5032546.2
73008800,730088,4104,16016,0,24,NA,12303028,Bolfing,Bolting (PWI),2700.031835,44.09458656,170,108.96,104,36,12.8,0.749486184,2.7,0.57,0.4256554,70,0.91,90,45.43094,-94.46499,385411.7,5031783.8
73008900,730089,4105,16016,0,34,NA,12303029,Zumwalde,NA,2700.031835,51.84432346,111,128.11,106,23,6.1,0.823667625,4.56,0.77,0.33684715,105,0.6048,90,45.43644,-94.48591,383766.6,5032431.7
73009700,730097,4227,15016,0,29,NA,12403005,Kreigle,Kreighle,2507.063643,41.31034688,103,102.08,126,66,14.4,0.168840083,2.02,0.77,0.9702452,63,4.965,22,45.57894,-94.47886,384659.6,5048329.3
73010200,730102,2790,15023,0,23,24,12403016,Big Watab,NA,2630.2992,99.37469416,233,245.56,227,123,43.5,0.256553502,4.03,1.27,0.5253395,46,5.03,360,45.55157,-94.45017,386722.3,5045363.4
73010400,730104,4121,15022,0,36,NA,12403013,Island,NA,2503.16104,47.04879436,118,116.26,120,41,9.3,0.26335175,2.57,0.7,0.9970851,98,4.42,45,45.55397,-94.39814,390819.1,5045515.1
73010600,730106,4038,16014,0,27,NA,12403028,Big Fish,NA,2637.911237,225.5355547,591,557.31,558,70,26.4,0.34781156,5.91,1.79,0.7014259,184,4.58625,180,45.5182,-94.4628,385566.4,5041339.7
73011700,730117,2777,15016,0,31,NA,12503032,Big Spunk,Upper Spunk,2685.528842,166.4878204,410,411.4,439.6,38,15.9,0.502442827,4.54,1.3,0.6866996,150,2.74,315,45.59308,-94.47155,385254.6,5050034.1
73011800,730118,4128,15017,0,31,27,12503008,Pelican,NA,2549.461109,117.7879072,344,291.06,337,46,17.4,0.667849223,3.23,0.9,0.8916289,135,3.7,90,45.65457,-94.4853,384321.8,5056749.2
73012200,730122,4126,15016,0,33,NA,12503022,Ochotto,NA,2607.594304,16.22386174,40,40.09,40,40,15.2,0.531453362,1.19,0.5,0.9806917,22,4.27,45,45.62039,-94.44823,387104.3,5052850
73012300,730123,3806,15016,0,38,NA,12503021,Lower Spunk,NA,2696.162163,72.47116888,269,179.08,280,27.5,5.1,0.516351041,3.79,1.1,0.9980891,129.34,2.74,360,45.61804,-94.45998,386246.3,5052628
73012800,730128,2772,15016,0,23,NA,12503028,Middle Spunk,NA,2682.477762,94.48608728,242,233.48,236.3,81,27.6,0.518512829,4.48,1.1,0.4830926,80.8,3.0875,67,45.60688,-94.46537,385723.6,5051414
73013600,730136,4197,15017,0,31,24,12503007,Pine,NA,2615.459694,43.6858537,112,107.95,107,79,30.7,0.658059061,2.29,0.8,0.3735921,34,2,360,45.65107,-94.50842,382449.9,5056430
73013800,730138,3807,15020,0,27,NA,12603030,Two Rivers,Two River,2656.672185,242.8237406,756,600.03,575,63,21,0.815598457,7.72,1.62,0.3463535,201,1.45,22,45.68806,-94.50947,382731.3,5060109.4
73013900,730139,3808,16015,0,34,NA,12203101,Long,NA,2777.383535,197.1306443,478,487.12,460,35,10,0.874045447,9.18,1.75,0.5814986,304,1.07,360,45.39835,-94.52492,380456.5,5028408.6
73014700,730147,4163,16015,0,39,NA,12203111,North Brown's,Browns,2736.776134,126.3551098,312,312.23,324,41,18.2,0.897656256,2.78,1.05,0.377028,130,1.5,337,45.38564,-94.53779,379605.6,5026975.6
73015000,730150,4037,16059,0,24,NA,12203126,Eden,NA,2663.075414,112.5957858,290,278.23,263,77,18.6,0.912545481,2.52,0.95,0.40640835,124,1.2725,360,45.35153,-94.52835,380283.7,5023146.1
73015100,730151,4101,16059,0,34,NA,12203135,Vails,Mud,2740.912077,65.00875904,171,160.64,151,20,8.6,0.925233019,1.89,0.62,0.5431537,127,1.1475,90,45.33828,-94.53377,379862,5021715.4
73015600,730156,4223,16054,0,42,NA,12303123,Becker,NA,2700.031835,89.58938668,222,221.38,176,20,2.2,0.848567432,5.92,1.22,0.9756032,170,1.8,112,45.44341,-94.53825,379857.7,5033479.4
73015700,730157,2832,16016,0,25,NA,12303135,Horseshoe,NA,2700.031835,253.8392935,995,627.25,550,57,14.1,0.826032641,13.8,1.83,0.4227343,275,0.91,22,45.42664,-94.53302,380409.2,5031473.2
73015900,730159,4221,16056,0,25,NA,12303133,Big,NA,2763.527617,185.2126416,446,457.67,403,42,14.6,0.73739349,7.53,1.6,0.6421375,227,2.13,135,45.42385,-94.57707,376683.9,5031274.3
73017200,730172,2805,15016,0,31,NA,12403123,Clear,NA,2687.52833,49.10055238,130,121.33,119,40,18.9,0.538656906,2.02,1,0.5831275,49,2.7454,NA,45.52901,-94.53485,380146.5,5042865.5
73018300,730183,2749,16026,0,23,NA,12603107,St. Anna,Rooney,2647.785033,50.73548382,119,125.37,119,107,46,0.772932671,1.78,1,0.33361045,31,2.5154,NA,45.74301,-94.61601,374291.6,5066773.4
73019600,730196,2856,18064,0,25,34,12203118,Rice,NA,2762.289464,610.8249547,1568,1509.38,1639,41,NA,0.854856922,14.89,2.8,0.47713005,958,1.2,45,45.3751,-94.61565,373075.3,5025806.1
73019900,730199,4236,16024,0,43,NA,12503225,Sand,Hodel,2730.378101,84.69673294,215,209.29,202,12,7.2,0.556593201,2.7,0.99,0.3996869,209.29,0.685,157,45.60253,-94.64971,371265.9,5051139.1
73020002,730200,3809,18026,2,22,27,12203233,Koronis (main lake),NA,2686.778266,1201.22136,0,2968.28,3014,132,29,0.827838459,15.8,3.5,0.4194616,1176,1.905,270,45.33479,-94.71184,366081.4,5021658.7
73022600,730226,4224,16029,0,34,NA,12603219,Cedar,NA,2426.858921,38.24687386,152,94.51,90,36,8.1,0.615943081,3.69,0.7,0.91828665,70,2.9538,22,45.70341,-94.74815,363938.7,5062713.3
73023100,730231,4222,16077,0,34,NA,12603221,Long,NA,2618.535542,37.35656466,86,92.31,70,65,21,0.835917445,3.08,1.11,0.5890398,27,2.515,360,45.70605,-94.71448,366572.8,5062688.3
73023300,730233,4030,16077,0,31,NA,12603227,Kings,NA,2658.104979,82.49928796,213,203.86,194,44,23.4,0.783801653,3.13,1.23,0.355919,46,2.285,22,45.68845,-94.70432,367371.1,5060720
73024900,730249,3878,16029,0,28,NA,12603301,Sylvia,NA,2638.559545,34.4994815,80,85.25,81,56,NA,0.666038447,1.99,0.71,0.4119296,22,2.6825,315,45.75132,-94.78716,360918.9,5067954.4
74001900,740019,3436,39042,0,42,NA,10702016,Kohlmeier,Kohlmier,2790.033381,13.95357328,11,34.48,32,14,NA,0.724637681,1.18,0.88,1,34.48,2.59,NA,44.06784,-93.24417,480418.2,4879482.5
74002300,740023,3465,39057,0,34,NA,10502121,Beaver,NA,2842.540205,39.6389937,90,97.95,94,27,NA,0.517621146,1.86,0.66,0.3989448,42,1.35,315,43.89168,-93.34977,471951.9,4859878.7
75001900,750019,2795,26006,0,31,NA,12404127,Page,Paige,2795.07795,151.931265,386,375.43,372,17,12,0.626244666,3.28,1.5,0.1648229,171,1.07,360,45.52158,-95.79359,281833.7,5044745.5
75002400,750024,2765,26004,0,41,NA,12504135,Long,NA,2676.269493,250.8365234,588,619.83,591,9.5,5.3,0.694345825,8.21,3.3,0.7466313,619.83,0.875,360,45.59046,-95.79027,282178.6,5052259.6
75007500,750075,2750,23054,0,43,40,12604130,Perkins,NA,2765.375632,208.8665383,799,516.12,512,13,8,0.637285002,4.92,1.5,0.3419691,516.12,0.61,225,45.70085,-95.86185,277229.4,5064741.2
75020000,750200,2788,23008,0,43,NA,12404328,Hattie,NA,2720.796352,185.8034832,490,459.13,477,9,7,0.733859992,5.07,1.5,0.33179225,459.13,0.55,315,45.52673,-96.07009,259948.3,5046105.8
76003300,760033,2891,26046,0,38,43,12103702,Monson,NA,2662.296324,84.17064114,143,207.99,152,21,NA,0.617875648,4.1,0.8,0.70504785,137,1.22592,270,45.32461,-95.27969,321388.7,5021417.7
76007200,760072,2837,26030,0,34,31,12203801,Camp,NA,2645.405076,93.24370126,216,230.41,203,26,NA,0.581936015,3.55,1,0.6070356,97,1.88154,225,45.40582,-95.39021,313020.8,5030598.6
77000700,770007,3886,10133,0,25,31,12703202,Mound,NA,2553.113055,109.0750176,284,269.53,273,57,22,0.183449204,5.21,1.62,0.9365767,88,5.03,315,45.83475,-94.68009,369664.1,5077002.9
77001000,770010,3908,16030,0,31,NA,12703208,Bass,NA,2541.691935,38.1821241,100,94.35,95,47,21.5,0.611685626,1.77,0.61,0.98425825,44,4.96162,360,45.82173,-94.73608,365139,5075721.4
77001900,770019,3898,15001,0,34,28,12703235,Mary,St. Mary,2641.05113,50.2620012,121,124.2,104,58,NA,0.695868946,4.54,0.95,0.5442368,39,2.0375,45,45.77172,-94.66725,370346.5,5070139.3
77002300,770023,4026,10133,0,27,NA,12803219,Big Swan,NA,2487.86163,358.928154,1024,886.93,918,45,18,0.744109791,8.11,2.93,0.52889695,404,2.14,360,45.88795,-94.75031,364095.4,5082683.8
77002400,770024,3900,10133,0,23,NA,12803209,Bass,NA,2587.311429,49.6347379,124,122.65,113,82,NA,0.616932685,2.02,0.71,0.3905989,22,3.73,22,45.90886,-94.7213,366564.6,5085294.4
77002500,770025,3888,10060,0,30,33,12803212,Pepin,NA,2594.073366,21.6304667,73,53.45,41,34,NA,0.825127335,1.18,0.4,0.7674861,18,3.2,45,45.91008,-94.64881,372122.5,5085360.7
77002600,770026,3884,10132,0,31,29,12803222,Moose,NA,2632.92862,52.3461341,137,129.35,124,26,NA,0.793126534,2,0.81,0.3839429,50,1.5,360,45.88852,-94.6898,368903.4,5083054.6
77002700,770027,3912,10133,0,27,31,12803221,Long,NA,2554.126312,160.5267956,412,396.67,372,63,40,0.670535306,4.03,1.65,0.3914725,79,3.35,360,45.88704,-94.72317,366299.4,5082988.2
77003200,770032,3895,10133,0,31,NA,12803231,Lady,NA,2638.859794,70.37894226,220,173.91,207,62,NA,0.703392922,3.35,1.2,0.8412222,68,3.9325,22,45.85388,-94.74916,363999.3,5079356.3
77003400,770034,3899,10132,0,23,31,12803203,Little Swan,Pillsbury,2519.080745,66.20258274,178,163.59,149,67,25,0.656447735,2.36,0.81,0.5745283,55,3.6576,270,45.93064,-94.69325,368775.1,5087757.9
77003500,770035,4031,10130,0,31,29,12903203,Beauty,NA,2515.165621,96.44476752,255,238.32,237,27,16,0.165548099,3.55,1.41,0.8677653,137,2.7432,45,46.00999,-94.69664,368535.8,5096520.2
77004600,770046,3906,14052,0,29,31,13003207,Coal,NA,2507.832558,69.19725914,178,170.99,167,25,NA,0.095490717,2.76,0.85,1,72,3.0099,45,46.0812,-94.75569,364293.3,5104599.3
77005000,770050,3890,14052,0,29,NA,13003229,Mill,NA,2536.910171,67.39640644,166,166.54,160,18,NA,0.077981652,2.7,1.01,0.7828684,125,1.6764,360,46.03708,-94.74597,364880.4,5099668.7
77006300,770063,3896,10051,0,29,34,13103223,Big,NA,2540.587314,118.7793879,304,293.51,277,21,NA,0.151808873,3.75,1.21,0.9446008,166,1.9812,360,46.14207,-94.6835,369977.1,5111245.1
