DOW,DOW_NBR_PRIMARY,FISHERIES_WATERBODY_ID,WATERSHED_MINOR_ID,DOW_SUB_BASIN_NBR_PRIMARY,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,PLS_SECTION_ID_LAKE_CENTER,LAKE_NAME,ALT_LAKE_NAME,mean.gdd,area.hectares,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_PLANIMETERED_ACRES,MAX_DEPTH_FEET,MEAN_DEPTH_FEET,PDIST_cum,SHORE_LENGTH_MILES,MAX_FETCH_MILES,littoral.zone,LITTORAL_AREA_ACRES,secchi.m,FETCH_ORIENTATION_DEGREES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING
30001200,300012,2823,37016,0,37,NA,3402202,Horseleg,NA,NA,NA,95,80.35,95,5,5,NA,1.99,1,NA,80.35,NA,NA,45.46884,-93.0498,496089.1,5035017.3
30001400,300014,13109,37011,0,NA,NA,3502202,Spring,NA,NA,NA,33,10.53,NA,NA,NA,NA,0.7,NA,NA,0,NA,NA,45.54475,-93.05232,495934.2,5043536.7
30001500,300015,13110,37011,0,NA,NA,3502204,Big Pine,NA,NA,NA,165,15.69,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,45.54476,-93.098,492289.9,5043432.8
30001600,300016,13156,37011,0,NA,NA,3502210,Unnamed,NA,NA,NA,40,19.87,NA,NA,NA,NA,0.76,NA,NA,0,NA,NA,45.53248,-93.08282,493540.5,5042135.1
30001700,300017,13163,37013,0,NA,NA,3502213,Grass,NA,NA,NA,107,50.67,NA,NA,NA,NA,1.13,NA,NA,0,NA,NA,45.52708,-93.02611,497951.6,5041538.3
30001800,300018,13166,37011,0,NA,NA,3502214,Rice,NA,NA,NA,54,41.58,NA,NA,NA,NA,1.6,NA,NA,0,NA,NA,45.52426,-93.04802,496332.5,5041324.8
30001900,300019,13073,37011,0,NA,NA,3502204,Little Pine,NA,NA,NA,29,21.3,NA,NA,NA,NA,0.73,NA,NA,0,NA,NA,45.55763,-93.09535,492560.8,5044898.1
30002000,300020,2768,21069,0,30,NA,3602301,Krans,NA,NA,NA,47,34.73,42,31,NA,NA,0.97,NA,NA,31,NA,NA,45.63167,-93.14393,488759.1,5053140.6
30002100,300021,12923,21069,0,NA,NA,3602313,Classon,NA,NA,NA,29,21.07,NA,NA,NA,NA,0.75,NA,NA,0,NA,NA,45.61199,-93.14267,488884,5050961.8
30002300,300023,12778,21069,0,NA,NA,3702324,Linderman,NA,NA,NA,70,62.57,NA,NA,NA,NA,1.18,NA,NA,0,NA,NA,45.67727,-93.14353,488812.3,5058201.7
30002400,300024,13339,21090,0,NA,NA,3402305,Unnamed,NA,NA,NA,18,4.08,NA,NA,NA,NA,0.31,NA,NA,0,NA,NA,45.46938,-93.22896,482098.9,5035116.2
30002500,300025,13338,21089,0,NA,NA,3402305,Unnamed,NA,NA,NA,25,5.3,NA,NA,NA,NA,0.38,NA,NA,0,NA,NA,45.46906,-93.24383,480947.3,5035097.9
30002600,300026,13368,21089,0,NA,NA,3402305,Athens WMA,NA,NA,NA,101,9.65,NA,NA,NA,NA,0.69,NA,NA,0,NA,NA,45.45863,-93.24022,481222.7,5033940.2
30002700,300027,13439,21089,0,NA,NA,3402318,Stratton,NA,NA,NA,230,159.49,NA,NA,NA,NA,2.07,NA,NA,0,NA,NA,45.43238,-93.25014,480389.5,5031082.2
30002800,300028,13409,21089,0,NA,NA,3402309,Dutcher,NA,NA,NA,14,4.74,NA,NA,NA,NA,0.32,NA,NA,0,NA,NA,45.44575,-93.22284,482567.4,5032488.6
30003000,300030,13472,21089,0,NA,NA,3402322,Beckman,NA,NA,NA,18,9.89,NA,NA,NA,NA,0.65,NA,NA,0,NA,NA,45.42382,-93.18516,485522.1,5030060.7
30003100,300031,16285,21090,0,NA,NA,3502332,Unnamed,NA,NA,NA,47,22.85,NA,NA,NA,NA,1.2,NA,NA,0,NA,NA,45.47597,-93.23973,481319.7,5035819.1
30003200,300032,13129,21070,0,NA,NA,3502311,Johnson,NA,NA,NA,25,5.37,NA,NA,NA,NA,0.42,NA,NA,0,NA,NA,45.54243,-93.18211,485776.2,5043241.2
30003300,300033,13092,21070,0,NA,NA,3502303,Mud,NA,NA,NA,17,14.24,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,45.55046,-93.20207,484236.3,5044121.8
30003400,300034,13103,21070,0,NA,NA,3502304,Unnamed,NA,NA,NA,13,11.61,NA,NA,NA,NA,0.55,NA,NA,0,NA,NA,45.5475,-93.22244,482633.8,5043799.5
30003600,300036,2803,21070,0,36,38,3502304,Elms,NA,NA,NA,53,53.66,53,26,NA,NA,1.42,0.46,NA,43,NA,225,45.54546,-93.21436,483225.6,5043575.8
30003900,300039,13170,21070,0,NA,NA,3502317,Unnamed,NA,NA,NA,59,13.74,NA,NA,NA,NA,0.59,NA,NA,0,NA,NA,45.52559,-93.24053,481214.2,5041374.2
30004000,300040,13212,21070,0,NA,NA,3502320,Unnamed,NA,NA,NA,14,9.68,NA,NA,NA,NA,0.64,NA,NA,0,NA,NA,45.51202,-93.238,481411,5039842.5
30004100,300041,13264,37014,0,NA,NA,3502325,Splittstoeser,NA,NA,NA,30,23.7,NA,NA,NA,NA,0.95,NA,NA,0,NA,NA,45.49254,-93.15265,488042.1,5037704
30004200,300042,13282,21090,0,NA,NA,3502329,Sroga Slough,NA,NA,NA,12,7.55,NA,NA,NA,NA,0.45,NA,NA,0,NA,NA,45.48753,-93.23437,481699.6,5037126.8
30004500,300045,12885,21069,0,NA,NA,3602311,Erickson,NA,NA,NA,19,14.01,NA,NA,NA,NA,0.66,NA,NA,0,NA,NA,45.62833,-93.17415,486449.6,5052744.7
30004600,300046,12916,21069,0,NA,NA,3602312,Twin,NA,NA,NA,31,10.64,NA,NA,NA,NA,0.67,NA,NA,0,NA,NA,45.61659,-93.15692,487770.4,5051445.3
30004700,300047,12911,21069,0,NA,NA,3602313,Long,NA,NA,NA,136,104.19,NA,NA,NA,NA,2.78,NA,NA,0,NA,NA,45.61297,-93.1525,488043.3,5051035.6
30004800,300048,12953,21071,0,NA,NA,3602322,Rum,NA,NA,NA,53,24.51,NA,NA,NA,NA,0.85,NA,NA,0,NA,NA,45.59977,-93.18862,485275.7,5049626.7
30005000,300050,12959,21069,0,NA,NA,3602323,Dollar,NA,NA,NA,32,29.64,NA,NA,NA,NA,1.18,NA,NA,0,NA,NA,45.59636,-93.16994,486749.5,5049179.4
30005100,300051,12992,21069,0,NA,NA,3602323,Erickson,NA,NA,NA,26,9.62,NA,NA,NA,NA,0.52,NA,NA,0,NA,NA,45.58834,-93.17836,486093.7,5048312.4
30005200,300052,12999,21069,0,NA,NA,3602327,Bloomgren,NA,NA,NA,22,16.94,NA,NA,NA,NA,0.99,NA,NA,0,NA,NA,45.58262,-93.18821,485306.6,5047673.1
30005400,300054,13028,21079,0,NA,NA,3602330,Brobergs,Moon,NA,NA,57,18.77,NA,NA,NA,NA,0.68,NA,NA,0,NA,NA,45.57454,-93.25428,480107.5,5046786.3
30005502,300055,13052,21071,2,NA,NA,3602333,Unnamed (SW Portion),Cambridge West,NA,NA,0,24.6,NA,NA,NA,NA,1.14,NA,NA,0,NA,NA,45.56536,-93.21061,483520.8,5045809.1
30005501,300055,13042,21071,1,NA,NA,3602333,Unnamed (NE Portion),NA,NA,NA,0,28.8,NA,NA,NA,NA,1.4,NA,NA,0,NA,NA,45.56836,-93.20512,483990.4,5046121.2
30005600,300056,3693,21068,0,42,37,3602304,Long,NA,NA,NA,114,133.49,90,14,NA,NA,4.15,2,NA,133.49,NA,NA,45.6329,-93.20834,483849.3,5053751.7
30005700,300057,12691,36060,0,NA,NA,3702308,Upper Rice,Long,NA,NA,208,129.7,NA,NA,NA,NA,3.52,NA,NA,0,NA,NA,45.71636,-93.23092,482146.4,5062621.8
30005800,300058,12729,21063,0,NA,NA,3702315,Unnamed,NA,NA,NA,31,6.25,NA,NA,NA,NA,0.42,NA,NA,0,NA,NA,45.70181,-93.18671,485457.8,5060940.3
30005900,300059,4330,36060,0,NA,NA,3702317,Seventeen,NA,NA,NA,43,31.95,25,24,NA,NA,1.19,0.5,NA,NA,NA,360,45.69377,-93.24058,481282.8,5060041.9
30006000,300060,12767,21063,0,NA,NA,3702324,Section,NA,NA,NA,130,118.87,NA,NA,NA,NA,1.67,NA,NA,0,NA,NA,45.68069,-93.15333,488060.3,5058573.9
30006100,300061,12803,21069,0,NA,NA,3702326,Trollin,NA,NA,NA,118,71.93,NA,NA,NA,NA,1.58,NA,NA,0,NA,NA,45.66903,-93.16365,487289.7,5057334.9
30006200,300062,2760,21068,0,33,NA,3702329,Adams,NA,NA,NA,11,10.72,11.7,47,15,NA,0.77,0.2,NA,6,NA,315,45.66218,-93.24281,481061.1,5056582.8
30006300,300063,13412,21089,0,NA,NA,3402307,Unnamed,NA,NA,NA,55,7.73,NA,NA,NA,NA,0.48,NA,NA,0,NA,NA,45.44364,-93.26376,479361.3,5032251.4
30006500,300065,12821,21068,0,NA,NA,3702331,Mud,NA,NA,NA,300,81.95,NA,NA,NA,NA,2.53,NA,NA,0,NA,NA,45.65873,-93.26532,479435.1,5056225.6
30006600,300066,13398,21085,0,NA,NA,3402408,Unnamed,NA,NA,NA,42,32.31,NA,NA,NA,NA,1.4,NA,NA,0,NA,NA,45.44671,-93.35885,471981,5032662.9
30006700,300067,13411,21085,0,NA,NA,3402408,Unnamed,NA,NA,NA,30,4.77,NA,NA,NA,NA,0.42,NA,NA,0,NA,NA,45.44423,-93.35227,472446.8,5032361.5
30006800,300068,13442,21087,0,NA,NA,3402416,Unnamed,NA,NA,NA,11,4.86,NA,NA,NA,NA,0.36,NA,NA,0,NA,NA,45.4354,-93.34308,473159.2,5031377.1
30006900,300069,13447,21087,0,NA,NA,3402417,Unnamed,NA,NA,NA,25,5.31,NA,NA,NA,NA,0.35,NA,NA,0,NA,NA,45.43299,-93.35015,472602.5,5031113.3
30007000,300070,13333,21086,0,NA,NA,3402403,Marget,NA,NA,NA,188,91.18,NA,NA,NA,NA,2.09,NA,NA,0,NA,NA,45.46856,-93.31569,475257.8,5035014.7
30007100,300071,13331,21085,0,NA,NA,3402404,Unnamed,NA,NA,NA,45,30.6,NA,NA,NA,NA,1.07,NA,NA,0,NA,NA,45.47031,-93.33192,474086.3,5035237.1
30007300,300073,13090,21071,0,NA,NA,3502401,Unnamed,NA,NA,NA,31,23.95,NA,NA,NA,NA,1.18,NA,NA,0,NA,NA,45.54934,-93.27714,478379.6,5044082
30007500,300075,13155,21083,0,NA,NA,3502411,Chilman Marsh,NA,NA,NA,16,7.89,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,45.5338,-93.29619,476864.1,5042294.3
30007600,300076,13139,21071,0,NA,NA,3502412,Unnamed,G-man's,NA,NA,31,26.83,NA,NA,NA,NA,1.71,NA,NA,0,NA,NA,45.53781,-93.27947,478067,5042691.1
30007800,300078,13169,21071,0,NA,NA,3502413,Krueger Marsh,NA,NA,NA,18,12.33,NA,NA,NA,NA,0.68,NA,NA,0,NA,NA,45.52488,-93.2763,478436.2,5041284.9
30007900,300079,13192,21083,0,NA,NA,3502414,Kluck Slough,NA,NA,NA,10,5.71,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,45.51786,-93.30162,476433.5,5040519.8
30008300,300083,2794,21079,0,NA,NA,3502402,Elizabeth,NA,NA,NA,323,275.39,323,5,4.5,NA,4.24,NA,NA,275.39,NA,NA,45.55343,-93.30368,476291.1,5044683.2
30008400,300084,13066,21079,0,NA,NA,3502403,Line,NA,NA,NA,25,19.07,NA,NA,NA,NA,0.93,NA,NA,0,NA,NA,45.55832,-93.31132,475716.2,5045054.3
30008500,300085,12866,21068,0,NA,NA,3602401,Unnamed,NA,NA,NA,25,8.95,NA,NA,NA,NA,0.47,NA,NA,0,NA,NA,45.63729,-93.28091,478111.8,5053774.5
30008800,300088,12932,21078,0,NA,NA,3602416,Williams,NA,NA,NA,35,26.98,NA,NA,NA,NA,1.32,NA,NA,0,NA,NA,45.60788,-93.34536,473069.4,5050523.2
30008900,300089,12920,21074,0,NA,NA,3602418,Unnamed,NA,NA,NA,83,8.59,NA,NA,NA,NA,0.45,NA,NA,0,NA,NA,45.61359,-93.38449,470020.4,5051182.6
30009000,300090,12977,21078,0,NA,NA,3602420,Unnamed,Johnnies,NA,NA,40,33.96,NA,NA,NA,NA,1,NA,NA,0,NA,NA,45.59059,-93.35711,472153.3,5048597.7
30009200,300092,12974,21067,0,NA,NA,3602422,Swedeen Marsh,NA,NA,NA,41,9.98,NA,NA,NA,NA,0.59,NA,NA,0,NA,NA,45.59267,-93.31903,475129.5,5048849.5
30009300,300093,13019,21079,0,NA,NA,3602426,Lee Marsh,NA,NA,NA,43,12.19,NA,NA,NA,NA,0.84,NA,NA,0,NA,NA,45.5784,-93.30181,476437.7,5047253
30009400,300094,13044,21079,0,NA,NA,3602435,Olson Impoundment,NA,NA,NA,24,18.09,NA,NA,NA,NA,0.87,NA,NA,0,NA,NA,45.56768,-93.29583,476918,5046078.1
30009500,300095,12851,21068,0,NA,NA,3602401,Johnsons Slough,NA,NA,NA,57,20.47,NA,NA,NA,NA,0.88,NA,NA,0,NA,NA,45.64307,-93.27171,478849.7,5054444
30009700,300097,12766,21066,0,NA,NA,3702420,Diesslin Marsh,NA,NA,NA,28,11.36,NA,NA,NA,NA,0.59,NA,NA,0,NA,NA,45.6829,-93.3603,471942.9,5058900.9
30009800,300098,12839,21068,0,NA,NA,3702436,Larson Marsh,NA,NA,NA,36,10.42,NA,NA,NA,NA,0.52,NA,NA,0,NA,NA,45.65062,-93.28111,478109.8,5055253.9
30010000,300100,2817,21084,0,43,39,3502431,German,NA,NA,NA,340,352.55,340,5,3,NA,3.89,NA,NA,352.55,NA,NA,45.47795,-93.38704,469713.8,5036166.1
30010200,300102,16286,21091,0,NA,NA,3402501,Stahlberg Marsh,NA,NA,NA,77,9.74,NA,NA,NA,NA,0.69,NA,NA,0,NA,NA,45.46453,-93.39719,469132.2,5034687
30010300,300103,13334,21084,0,NA,NA,3402501,Unnamed,NA,NA,NA,11,5.47,NA,NA,NA,NA,0.36,NA,NA,0,NA,NA,45.47026,-93.40678,468211,5035282.9
30010400,300104,13396,21092,0,NA,NA,3402507,Stony,NA,NA,NA,41,31.95,NA,NA,NA,NA,1.09,NA,NA,0,NA,NA,45.44675,-93.4932,461432.6,5032680.6
30010500,300105,16287,21093,0,NA,NA,3402519,Reimann Marsh,NA,NA,NA,45,22.15,NA,NA,NA,NA,1.53,NA,NA,0,NA,NA,45.41986,-93.50508,460483.3,5029598.4
30010700,300107,2814,21092,0,34,25,3502531,Blue,NA,NA,NA,309,263.04,309,31,NA,NA,5.39,2.51,NA,134,NA,22,45.47719,-93.49969,460815.3,5035809.7
30011000,300110,16288,21051,0,NA,NA,3502518,Herman Slough,NA,NA,NA,81,16.53,NA,NA,NA,NA,0.88,NA,NA,0,NA,NA,45.52506,-93.49636,461257.9,5041409.2
30011100,300111,13153,21077,0,NA,NA,3502512,Boomer,Barton,NA,NA,94,30.17,NA,NA,NA,NA,0.79,NA,NA,0,NA,NA,45.53306,-93.3958,469098.6,5042243.8
30011200,300112,13211,21081,0,NA,NA,3502522,Unnamed,NA,NA,NA,112,10.68,NA,NA,NA,NA,0.65,NA,NA,0,NA,NA,45.51243,-93.44708,465077.6,5039980.6
30011300,300113,13191,21051,0,NA,NA,3502520,Tennyson,NA,NA,NA,164,120.35,NA,NA,NA,NA,2.68,NA,NA,0,NA,NA,45.51313,-93.48893,461865,5039945.9
30011400,300114,2813,21051,0,37,NA,3502520,Baxter,NA,NA,NA,81,88.45,78,10,4,NA,2.18,1,NA,88.45,NA,360,45.50213,-93.48638,462025.5,5038711.5
30011500,300115,13293,21091,0,NA,NA,3502534,Boettcher Marsh,NA,NA,NA,51,30.24,NA,NA,NA,NA,0.98,NA,NA,0,NA,NA,45.48223,-93.44006,465602.7,5036587.5
30011600,300116,13258,21091,0,NA,NA,3502528,Unnamed,NA,NA,NA,36,20.09,NA,NA,NA,NA,0.84,NA,NA,0,NA,NA,45.49384,-93.46656,463537,5037919.9
30011700,300117,13270,21091,0,NA,NA,3502528,Mud,NA,NA,NA,165,98.88,NA,NA,NA,NA,2.36,NA,NA,0,NA,NA,45.48807,-93.45795,464203.1,5037147.2
30011900,300119,13297,21084,0,NA,NA,3502535,Unnamed,NA,NA,NA,33,6.17,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,45.48227,-93.41152,467849.1,5036602.5
30012200,300122,12860,21066,0,NA,NA,3602501,Rabiolia Marsh,NA,NA,NA,14,5.9,NA,NA,NA,NA,0.56,NA,NA,0,NA,NA,45.64071,-93.40434,468519.2,5054203.7
30012400,300124,12888,21035,0,NA,NA,3602507,Gunnik,NA,NA,NA,57,51.16,NA,NA,NA,NA,1.73,NA,NA,0,NA,NA,45.62474,-93.50667,460607.1,5052419.6
30012500,300125,12896,21035,0,NA,NA,3602508,Leasure Heath,NA,NA,NA,55,31.3,NA,NA,NA,NA,0.86,NA,NA,0,NA,NA,45.62169,-93.48295,462351.4,5052124.4
30012700,300127,12895,21075,0,NA,NA,3602512,Unnamed,NA,NA,NA,11,6.21,NA,NA,NA,NA,0.45,NA,NA,0,NA,NA,45.62377,-93.408,468195.4,5052336
30012800,300128,12928,21074,0,NA,NA,3602513,Snyder,NA,NA,NA,17,12.28,NA,NA,NA,NA,0.65,NA,NA,0,NA,NA,45.60951,-93.40071,468789.5,5050727
30012900,300129,12921,21035,0,NA,NA,3602517,Radke,NA,NA,NA,16,13.07,NA,NA,NA,NA,0.63,NA,NA,0,NA,NA,45.61178,-93.48493,462189.1,5051037.7
30013000,300130,12939,21035,0,NA,NA,3602517,Sandy,NA,NA,NA,31,20.61,NA,NA,NA,NA,0.95,NA,NA,0,NA,NA,45.60353,-93.49215,461620.7,5050100.1
30013100,300131,12957,21037,0,NA,NA,3602520,Bear,NA,NA,NA,17,14.36,NA,NA,NA,NA,0.65,NA,NA,0,NA,NA,45.59728,-93.49217,461633.7,5049425.4
30013200,300132,12986,21076,0,NA,NA,3602521,Unnamed,NA,NA,NA,28,8.16,NA,NA,NA,NA,0.55,NA,NA,0,NA,NA,45.58928,-93.46892,463410.3,5048551.7
30013300,300133,12976,21076,0,NA,NA,3602523,Strege,NA,NA,NA,22,6.12,NA,NA,NA,NA,0.44,NA,NA,0,NA,NA,45.59258,-93.41733,467464.5,5048843.1
30013400,300134,12971,21076,0,NA,NA,3602524,Hauge,NA,NA,NA,16,6.79,NA,NA,NA,NA,0.41,NA,NA,0,NA,NA,45.59433,-93.39523,469186.4,5049055.1
30013700,300137,12997,21037,0,NA,NA,3602529,Rasmussen,NA,NA,NA,45,13.43,NA,NA,NA,NA,0.78,NA,NA,0,NA,NA,45.58341,-93.47846,462631.8,5047843.1
30013800,300138,4192,21035,0,38,NA,3602504,South Stanchfield,NA,NA,NA,433,410.83,398,17,NA,NA,3.72,1,NA,366,NA,NA,45.63962,-93.47113,463352.1,5054196.1
30014000,300140,12704,21060,0,NA,NA,3702510,Krone,NA,NA,NA,142,62.27,NA,NA,NA,NA,1.29,NA,NA,0,NA,NA,45.71495,-93.44059,465756.9,5062452.6
30014100,300141,12726,21060,0,NA,NA,3702511,Matson,NA,NA,NA,89,14.87,NA,NA,NA,NA,0.57,NA,NA,0,NA,NA,45.7037,-93.41793,467488.9,5061206.1
30014200,300142,12794,21060,0,NA,NA,3702527,Grass,NA,NA,NA,33,23.59,NA,NA,NA,NA,0.78,NA,NA,0,NA,NA,45.67278,-93.44681,465197.4,5057806.9
30014300,300143,4191,21066,0,42,NA,3702533,North Stanchfield,NA,NA,NA,153,156.83,143,11,6,NA,3.54,1,NA,156.83,NA,NA,45.65505,-93.45768,464501.6,5055854.4
30014400,300144,12667,21061,0,NA,NA,3702502,Lindgren,NA,NA,NA,75,54.99,NA,NA,NA,NA,1.3,NA,NA,0,NA,NA,45.73061,-93.41107,468061,5064217.2
30014600,300146,13309,37015,0,NA,NA,3502233,Unnamed,NA,NA,NA,18,11.44,NA,NA,NA,NA,0.63,NA,NA,0,NA,NA,45.47852,-93.09628,492480.5,5036085.3
30014700,300147,13244,37011,0,NA,NA,3502223,Knute,NA,NA,NA,10,7.67,NA,NA,NA,NA,0.45,NA,NA,0,NA,NA,45.50219,-93.06143,495208.5,5038755.7
30015000,300150,12985,21072,0,NA,NA,3602319,Johnson Slough,NA,NA,NA,12,5.79,NA,NA,NA,NA,0.37,NA,NA,0,NA,NA,45.59036,-93.25848,479837.7,5048571.1
30015100,300151,13263,21082,0,NA,NA,3502526,Peterson Slough,NA,NA,NA,22,17.87,NA,NA,NA,NA,0.89,NA,NA,0,NA,NA,45.4934,-93.41396,467643.9,5037828.7
30015400,300154,13018,21037,0,NA,NA,3602530,White,NA,NA,NA,15,6.83,NA,NA,NA,NA,0.48,NA,NA,0,NA,NA,45.57768,-93.50383,460684.4,5047251.2
30015500,300155,13389,21086,0,NA,NA,3402412,Unnamed,NA,NA,NA,15,11.92,NA,NA,NA,NA,0.72,NA,NA,0,NA,NA,45.45231,-93.28038,478061.7,5033234.2
30015600,300156,13384,21086,0,NA,NA,3402412,Unnamed,NA,NA,NA,20,5.94,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,45.45462,-93.27393,478599.9,5033499
30015800,300158,13031,21070,0,NA,NA,3602326,Rudell Marsh,NA,NA,NA,22,9.02,NA,NA,NA,NA,0.51,NA,NA,0,NA,NA,45.5743,-93.1818,485820.6,5046754.5
30015900,300159,13005,21070,0,NA,NA,3602326,Unnamed,NA,NA,NA,15,9.35,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,45.5815,-93.1761,486256.2,5047568.7
30016000,300160,13009,21071,0,NA,NA,3602328,Unnamed,NA,NA,NA,10,13.35,NA,NA,NA,NA,0.62,NA,NA,0,NA,NA,45.58029,-93.20892,483699.3,5047470.8
30016200,300162,12696,21061,0,NA,NA,3702405,Unnamed (Cranberry),NA,NA,NA,80,44.8,NA,NA,NA,NA,1.43,NA,NA,0,NA,NA,45.71948,-93.35008,472764.4,5062923.2
30017000,300170,12849,21069,0,NA,NA,3702336,Greenly,NA,NA,NA,28,6.47,NA,NA,NA,NA,0.49,NA,NA,0,NA,NA,45.64504,-93.1422,488928.5,5054623.4
30017100,300171,12768,21067,0,NA,NA,3702424,Christenson Marsh,NA,NA,NA,12,4.53,NA,NA,NA,NA,0.34,NA,NA,0,NA,NA,45.68265,-93.2682,479111.3,5058828
30017200,300172,12845,21066,0,NA,NA,3702432,Miller Marsh,NA,NA,NA,16,7.24,NA,NA,NA,NA,0.39,NA,NA,0,NA,NA,45.64761,-93.36306,471702.6,5054956.7
30019500,300195,13023,21077,0,NA,NA,3602430,Nelson Marsh,NA,NA,NA,32,17.93,NA,NA,NA,NA,0.83,NA,NA,0,NA,NA,45.57576,-93.37438,470851.7,5047099.1
30019900,300199,12942,21069,0,NA,NA,3602313,Johnson Marsh,NA,NA,NA,17,12.39,NA,NA,NA,NA,0.66,NA,NA,0,NA,NA,45.60432,-93.15126,488201.4,5050074.3
30021600,300216,13252,21090,0,NA,NA,3502329,Cajima Marsh,NA,NA,NA,22,3.64,NA,NA,NA,NA,0.28,NA,NA,0,NA,NA,45.49925,-93.23831,481381.6,5038439.6
30022000,300220,12869,21073,0,NA,NA,3602404,Shugren,NA,NA,NA,16,8.77,NA,NA,NA,NA,0.73,NA,NA,0,NA,NA,45.63561,-93.34294,473275.5,5053622.2
30022300,300223,13235,21084,0,NA,NA,3502421,Boetcher,NA,NA,NA,14,15.51,NA,NA,NA,NA,0.88,NA,NA,0,NA,NA,45.50502,-93.34259,473237.4,5039102.1
30022800,300228,13449,21091,0,NA,NA,3402517,Daudt Marsh,NA,NA,NA,13,5.59,NA,NA,NA,NA,0.39,NA,NA,0,NA,NA,45.43237,-93.47687,462691.6,5031099.1
30023400,300234,13473,21087,0,NA,NA,3402421,Engberg Marsh,NA,NA,NA,22,6.99,NA,NA,NA,NA,0.48,NA,NA,0,NA,NA,45.42329,-93.33515,473774.1,5030037.5
30023600,300236,13499,21089,0,NA,NA,3402319,Unnamed,NA,NA,NA,15,4.08,NA,NA,NA,NA,0.34,NA,NA,0,NA,NA,45.41651,-93.25189,480290.4,5029258.2
30024100,300241,13420,21089,0,NA,NA,3402318,Unnamed,NA,NA,NA,17,7.63,NA,NA,NA,NA,0.45,NA,NA,0,NA,NA,45.44048,-93.26208,479500.7,5031911.4
30025600,300256,17612,NA,0,NA,NA,NA,Nemo Pond,805-1,NA,NA,0,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30025700,300257,17659,NA,0,NA,NA,NA,Oxford Gravel Pit Pond,655-73(I),NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30025800,300258,17658,NA,0,NA,NA,NA,Moat Pond,655-72(i),NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31000100,310001,1666,3080,0,23,NA,5402212,Long,NA,NA,NA,114,132.42,124,84,NA,NA,4.11,1,NA,44,NA,45,47.17911,-93.06975,494833.3,5225115.5
31000200,310002,8318,3080,0,NA,NA,5502236,Unnamed,NA,NA,NA,11,11.38,NA,NA,NA,NA,0.54,NA,NA,0,NA,NA,47.19715,-93.06632,494955.8,5227077.9
31000500,310005,8369,9031,0,NA,NA,5402205,Unnamed,NA,NA,NA,10,8.07,NA,NA,NA,NA,0.44,NA,NA,0,NA,NA,47.1888,-93.15076,488577.6,5226156.3
31000600,310006,8394,9031,0,NA,NA,5402209,Unnamed,Blandin Pond,NA,NA,11,7.33,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,47.18151,-93.13035,490118.8,5225346.5
31000700,310007,1659,9031,0,36,NA,5402205,New,Lake on Five,NA,NA,66,78.31,63,22,NA,NA,2.42,1,NA,50,NA,NA,47.1884,-93.16314,487588.7,5226146.7
31000800,310008,8445,9031,0,NA,NA,5402208,Unnamed,Passard,NA,NA,38,27.74,NA,NA,NA,NA,1.9,NA,NA,0,NA,NA,47.16931,-93.16865,487215.4,5223937.4
31000900,310009,8396,9031,0,NA,NA,5402209,Unnamed,NA,NA,NA,12,14.64,NA,NA,NA,NA,0.91,NA,NA,0,NA,NA,47.17976,-93.1374,489649.9,5225167.3
31001000,310010,8415,9031,0,NA,NA,5402209,Unnamed,Prebek,NA,NA,22,15.34,NA,NA,NA,NA,0.68,NA,NA,0,NA,NA,47.17668,-93.13959,489399,5224796.1
31001100,310011,8442,3080,0,NA,NA,5402212,Unnamed,NA,NA,NA,10,8.25,NA,NA,NA,NA,0.55,NA,NA,0,NA,NA,47.17107,-93.08219,493789.8,5224159.9
31001200,310012,8476,3080,0,NA,NA,5402213,Unnamed,Manistos,NA,NA,35,34.14,NA,NA,NA,NA,0.92,NA,NA,0,NA,NA,47.16127,-93.08207,493789.4,5223059.5
31001300,310013,8505,3080,0,NA,NA,5402213,Unnamed,NA,NA,NA,14,7.54,NA,NA,NA,NA,0.43,NA,NA,0,NA,NA,47.15485,-93.07445,494355.3,5222394.1
31001400,310014,8471,3170,0,NA,NA,5402215,Unnamed,NA,NA,NA,13,6.13,NA,NA,NA,NA,0.46,NA,NA,0,NA,NA,47.16313,-93.11017,491650,5223306.8
31001500,310015,8497,9031,0,NA,NA,5402218,Unnamed,NA,NA,NA,13,10.58,NA,NA,NA,NA,0.53,NA,NA,0,NA,NA,47.15703,-93.17586,486679.9,5222628.8
