max_depth_m,Parent_DOW.x,Parent_DOW.y,LAKE_AREA_MN_ACRES,LARGE_LAKE_FLAG,UTM_DATUM_ID,UTM_ZONE_ID
NA,NA,110844,10.01,N,83,15
NA,NA,110845,6.51,N,83,15
NA,NA,110846,8.25,N,83,15
NA,NA,110847,45.14,N,83,15
NA,NA,110848,10.88,N,83,15
NA,NA,110849,12.12,N,83,15
NA,NA,110850,18.99,N,83,15
NA,NA,110851,33.03,N,83,15
NA,NA,110852,24.62,N,83,15
NA,NA,110853,8.37,N,83,15
NA,NA,110854,7.95,N,83,15
NA,NA,110855,8.92,N,83,15
NA,NA,110856,14.8,N,83,15
NA,NA,110857,8.98,N,83,15
NA,NA,110858,14.14,N,83,15
NA,NA,110859,14.72,N,83,15
NA,NA,110860,13.83,N,83,15
NA,NA,110861,7.66,N,83,15
NA,NA,110862,9.62,N,83,15
NA,NA,110863,12.62,N,83,15
NA,NA,110864,11.83,N,83,15
NA,NA,110865,8.37,N,83,15
NA,NA,110866,12.75,N,83,15
NA,NA,110867,11.57,N,83,15
NA,NA,110868,9.33,N,83,15
NA,NA,110869,7.57,N,83,15
NA,NA,110870,8.01,N,83,15
NA,NA,110872,6.52,N,83,15
NA,NA,110873,22.32,N,83,15
NA,NA,110874,8.69,N,83,15
NA,NA,110875,13.42,N,83,15
NA,NA,110876,5.9,N,83,15
NA,NA,110877,14.08,N,83,15
NA,NA,110878,16.32,N,83,15
NA,NA,110879,7.08,N,83,15
NA,NA,110880,50.36,N,83,15
NA,NA,110881,9.4,N,83,15
NA,NA,110882,9.22,N,83,15
NA,NA,110883,10.06,N,83,15
NA,NA,110884,6.39,N,83,15
NA,NA,110887,8.91,N,83,15
NA,NA,110888,19.41,N,83,15
NA,NA,110889,13.16,N,83,15
NA,NA,110890,28.72,N,83,15
NA,NA,110891,8.42,N,83,15
NA,NA,110892,21.98,N,83,15
NA,NA,110893,6.21,N,83,15
NA,NA,110894,7.93,N,83,15
NA,NA,110895,6.96,N,83,15
NA,NA,110896,9.3,N,83,15
NA,NA,110897,8.56,N,83,15
NA,NA,110898,25.06,N,83,15
NA,NA,110900,7.01,N,83,15
NA,NA,110902,8.52,N,83,15
NA,NA,110903,7.88,N,83,15
NA,NA,110906,15.1,N,83,15
NA,NA,110908,8.94,N,83,15
NA,NA,110909,5.57,N,83,15
NA,NA,110911,7.85,N,83,15
NA,NA,110912,9.85,N,83,15
NA,NA,110913,6.94,N,83,15
NA,NA,110918,4.34,N,83,15
NA,NA,110927,21.93,N,83,15
NA,NA,110928,93.72,N,83,15
NA,NA,110929,4.28,N,83,15
NA,NA,110932,4.71,N,83,15
NA,NA,110933,16.21,N,83,15
NA,NA,110935,3.53,N,83,15
NA,NA,110937,6.6,N,83,15
NA,NA,110946,6.33,N,83,15
NA,NA,110951,5.33,N,83,15
NA,NA,110957,5.58,N,83,15
NA,NA,110965,5.45,N,83,15
NA,NA,110966,5.66,N,83,15
NA,NA,110972,3.65,N,83,15
NA,NA,110973,7.47,N,83,15
NA,NA,110975,95.96,N,83,15
NA,NA,110976,9.69,N,83,15
NA,NA,110977,8.16,N,83,15
NA,NA,110978,5.19,N,83,15
NA,NA,110979,14.88,N,83,15
NA,NA,110980,6.25,N,83,15
NA,NA,110981,6.03,N,83,15
NA,NA,110982,7.35,N,83,15
NA,NA,110994,7.84,N,83,15
NA,NA,110995,5.69,N,83,15
NA,NA,110996,18.23,N,83,15
NA,NA,110998,38.02,N,83,15
NA,NA,111000,3.17,N,83,15
NA,NA,111002,4.26,N,83,15
NA,NA,111003,5.96,N,83,15
NA,NA,111004,6.71,N,83,15
NA,NA,111005,16.21,N,83,15
NA,NA,111006,6.05,N,83,15
NA,NA,111008,3.26,N,83,15
NA,NA,111009,5.62,N,83,15
NA,NA,111010,3.74,N,83,15
NA,NA,111011,4.81,N,83,15
NA,NA,111012,4.93,N,83,15
NA,NA,111013,6.52,N,83,15
NA,NA,111014,2.75,N,83,15
NA,NA,111016,8.69,N,83,15
NA,NA,111017,4.25,N,NA,NA
NA,NA,111018,0.51,N,83,15
NA,NA,111019,3.25,N,NA,NA
NA,NA,111027,1.13,N,83,15
NA,NA,111027,0.89,N,83,15
NA,NA,111027,0.93,N,83,15
NA,NA,111027,1.62,N,83,15
NA,NA,111027,0.96,N,83,15
NA,NA,111027,1,N,83,15
NA,NA,111027,0.79,N,83,15
NA,NA,111027,0.8,N,83,15
NA,NA,111031,0.75,N,83,15
NA,NA,111032,NA,N,83,15
NA,NA,111032,NA,N,83,15
NA,NA,111032,NA,N,83,15
NA,NA,111032,NA,N,83,15
NA,NA,120007,22.39,N,83,15
NA,NA,120016,24.86,N,83,15
NA,NA,120030,414.33,N,83,15
NA,NA,120031,19.66,N,83,15
NA,NA,120032,5.31,N,83,15
NA,NA,120048,6.13,N,83,15
NA,NA,120049,95.47,N,83,15
NA,NA,120050,15.93,N,83,15
NA,NA,120057,24.2,N,83,15
NA,NA,120059,9.14,N,83,15
NA,NA,120060,26.51,N,83,15
NA,NA,120061,37.69,N,83,15
NA,NA,120063,15.84,N,83,15
NA,NA,120066,233.85,N,83,15
NA,NA,120068,53.75,N,83,15
NA,NA,120072,42.71,N,83,15
NA,NA,120073,7.53,N,83,15
NA,NA,120074,14.87,N,83,15
NA,NA,120075,10.28,N,83,15
NA,NA,120076,8.04,N,83,15
NA,NA,120079,11.36,N,83,15
NA,NA,120085,9.72,N,83,15
NA,NA,120087,11.67,N,83,15
NA,NA,120088,8.94,N,83,15
NA,NA,120089,12.74,N,83,15
NA,NA,120090,7.82,N,83,15
NA,NA,120091,9.12,N,83,15
NA,NA,120095,8.43,N,83,15
NA,NA,120098,5.56,N,83,15
NA,NA,120099,9.53,N,83,15
NA,NA,130001,135.41,N,83,15
NA,NA,130002,24.45,N,83,15
NA,NA,130003,21.42,N,83,15
NA,NA,130004,20.09,N,83,15
NA,NA,130005,55.54,N,83,15
NA,NA,130006,4.12,N,83,15
NA,NA,130007,59.28,N,83,15
NA,NA,130008,25.06,N,83,15
NA,NA,130010,17.21,N,83,15
NA,NA,130011,48.22,N,83,15
NA,NA,130012,943.96,N,83,15
NA,NA,130012,6.82,N,83,15
NA,NA,130014,176.99,N,83,15
NA,NA,130016,33.72,N,83,15
NA,NA,130019,122.49,N,83,15
NA,NA,130020,16.56,N,83,15
NA,NA,130021,11.39,N,83,15
NA,NA,130022,11.26,N,83,15
NA,NA,130023,45.33,N,83,15
NA,NA,130024,30.11,N,83,15
NA,NA,130025,65.74,N,83,15
NA,NA,130026,42.6,N,83,15
NA,NA,130029,139.97,N,83,15
NA,NA,130030,53.18,N,83,15
NA,NA,130032,7.55,N,83,15
NA,NA,130034,77.31,N,83,15
NA,NA,130036,18.12,N,83,15
NA,NA,130037,16.54,N,83,15
NA,NA,130038,12.5,N,83,15
NA,NA,130039,14.06,N,83,15
NA,NA,130040,24.92,N,83,15
NA,NA,130041,1809.49,N,83,15
NA,NA,130042,20.55,N,83,15
NA,NA,130043,24.09,N,83,15
NA,NA,130044,106.17,N,83,15
NA,NA,130045,36.68,N,83,15
NA,NA,130048,41.69,N,83,15
NA,NA,130049,16.59,N,83,15
NA,NA,130051,23.24,N,83,15
NA,NA,130054,37.03,N,83,15
NA,NA,130056,85.38,N,83,15
NA,NA,130057,43.23,N,83,15
NA,NA,130058,115.67,N,83,15
NA,NA,130059,409.93,N,83,15
NA,NA,130059,299.31,N,83,15
NA,NA,130059,2407.15,N,83,15
NA,NA,130059,431.45,N,83,15
NA,NA,130060,33.44,N,83,15
NA,NA,130061,25.59,N,83,15
NA,NA,130062,10.56,N,83,15
NA,NA,130063,110.93,N,83,15
NA,NA,130063,71.64,N,83,15
NA,NA,130065,4.45,N,83,15
NA,NA,130066,49.32,N,83,15
NA,NA,130067,47.5,N,83,15
NA,NA,130070,11.06,N,83,15
NA,NA,130071,7.71,N,83,15
NA,NA,130072,56.65,N,83,15
NA,NA,130074,47.01,N,83,15
NA,NA,130075,9.67,N,83,15
NA,NA,130076,14.9,N,83,15
NA,NA,130077,14.62,N,83,15
NA,NA,130078,22.11,N,83,15
NA,NA,130079,52.56,N,83,15
NA,NA,130080,48.78,N,83,15
NA,NA,130081,6.78,N,83,15
NA,NA,130082,4.78,N,83,15
NA,NA,130083,719.43,N,83,15
NA,NA,130084,11.01,N,83,15
NA,NA,130085,26.36,N,83,15
NA,NA,130086,8.71,N,83,15
NA,NA,130087,18.6,N,83,15
NA,NA,130088,16.88,N,83,15
NA,NA,130089,15.24,N,83,15
NA,NA,130090,23.86,N,83,15
NA,NA,130092,6.79,N,83,15
NA,NA,130093,7.19,N,83,15
NA,NA,130094,8.52,N,83,15
NA,NA,130095,12.7,N,83,15
NA,NA,130097,4.97,N,83,15
NA,NA,130100,6.33,N,83,15
NA,NA,130103,25.4,N,83,15
NA,NA,130104,2.7,N,83,15
NA,NA,130105,2.47,N,83,15
NA,NA,130106,10,N,83,15
NA,NA,130107,5.98,N,83,15
NA,NA,130108,8.45,N,83,15
NA,NA,130109,4.83,N,83,15
NA,NA,130112,9.44,N,83,15
NA,NA,130113,4.07,N,83,15
NA,NA,130114,5.83,N,83,15
NA,NA,130115,4.81,N,83,15
NA,NA,130117,4.16,N,83,15
NA,NA,130118,3.93,N,83,15
NA,NA,130119,5.24,N,83,15
NA,NA,130120,9.08,N,83,15
NA,NA,130121,8.28,N,83,15
NA,NA,130122,8.02,N,83,15
NA,NA,130124,6,N,83,15
NA,NA,130126,3.76,N,83,15
NA,NA,130133,5.7,N,83,15
NA,NA,130140,4.55,N,83,15
NA,NA,130144,23.23,N,83,15
NA,NA,130154,10.48,N,83,15
NA,NA,130157,30.05,N,83,15
NA,NA,130169,836.55,N,83,15
NA,NA,130169,411.15,N,83,15
NA,NA,130171,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130172,NA,N,83,15
NA,NA,130173,NA,N,NA,NA
NA,NA,130174,NA,N,NA,NA
NA,NA,130175,NA,N,NA,NA
NA,NA,130176,NA,N,NA,NA
NA,NA,130177,NA,N,NA,NA
NA,NA,140001,77.7,N,83,15
NA,NA,140002,47.72,N,83,15
NA,NA,140003,20.23,N,83,15
NA,NA,140005,47.43,N,83,15
NA,NA,140007,15.13,N,83,15
NA,NA,140009,84.18,N,83,15
NA,NA,140010,51.51,N,83,15
NA,NA,140011,63.79,N,83,15
NA,NA,140012,31.34,N,83,15
NA,NA,140013,14.69,N,83,15
NA,NA,140014,11.17,N,83,15
NA,NA,140016,37.4,N,83,15
NA,NA,140017,47.76,N,83,15
NA,NA,140018,156.3,N,83,15
NA,NA,140019,128.56,N,83,15
NA,NA,140020,18.25,N,83,15
NA,NA,140021,197.81,N,83,15
NA,NA,140022,6.89,N,83,15
NA,NA,140023,38.28,N,83,15
NA,NA,140024,20.44,N,83,15
NA,NA,140025,9.84,N,83,15
NA,NA,140026,57.86,N,83,15
NA,NA,140027,13.72,N,83,15
NA,NA,140028,27.91,N,83,15
NA,NA,140029,37.94,N,83,15
NA,NA,140032,10.75,N,NA,NA
NA,NA,140033,20.62,N,83,15
NA,NA,140034,10.08,N,83,15
NA,NA,140035,44.51,N,83,15
NA,NA,140036,15.44,N,83,15
NA,NA,140037,32.76,N,83,15
NA,NA,140038,57.12,N,83,15
NA,NA,140040,9.49,N,83,15
NA,NA,140041,8.39,N,83,15
NA,NA,140042,36.01,N,83,15
NA,NA,140043,21.85,N,83,15
NA,NA,140044,13.72,N,83,15
NA,NA,140044,51.94,N,83,15
NA,NA,140044,2.86,N,83,15
NA,NA,140044,2.6,N,83,15
NA,NA,140044,10.4,N,83,15
NA,NA,140044,14.47,N,83,15
NA,NA,140045,25.73,N,83,15
NA,NA,140046,28.86,N,83,15
NA,NA,140047,51.88,N,83,15
NA,NA,140048,19.99,N,83,15
NA,NA,140050,16.06,N,83,15
NA,NA,140051,18.85,N,83,15
NA,NA,140052,31.67,N,83,15
NA,NA,140053,72.34,N,83,15
NA,NA,140054,51.14,N,83,15
NA,NA,140055,23.28,N,83,15
NA,NA,140056,42.04,N,83,15
NA,NA,140057,11.33,N,83,15
NA,NA,140058,41.98,N,83,15
NA,NA,140059,12.23,N,83,15
NA,NA,140060,20.41,N,83,15
NA,NA,140061,67.01,N,83,15
NA,NA,140062,60,N,83,15
NA,NA,140063,57.81,N,83,15
NA,NA,140064,11,N,83,15
NA,NA,140065,37.43,N,83,15
NA,NA,140066,28.18,N,83,15
NA,NA,140067,17.51,N,83,15
NA,NA,140068,21.5,N,83,15
NA,NA,140069,31.54,N,83,15
NA,NA,140070,17.94,N,83,15
NA,NA,140071,63.57,N,83,15
NA,NA,140072,77.32,N,83,15
NA,NA,140073,16.22,N,83,15
NA,NA,140074,12.02,N,83,15
NA,NA,140075,13.54,N,83,15
NA,NA,140076,5.89,N,83,15
NA,NA,140077,7.95,N,83,15
NA,NA,140078,213.25,N,83,15
NA,NA,140079,146.25,N,83,15
NA,NA,140080,63.74,N,83,15
NA,NA,140081,18.68,N,83,15
NA,NA,140082,39.58,N,83,15
NA,NA,140083,23.06,N,83,15
NA,NA,140084,31.34,N,83,15
NA,NA,140085,21.57,N,83,15
NA,NA,140086,165.45,N,83,15
NA,NA,140087,26.95,N,83,15
NA,NA,140088,36.83,N,83,15
NA,NA,140089,88.63,N,83,15
NA,NA,140090,72.79,N,83,15
NA,NA,140091,12.58,N,83,15
NA,NA,140092,56.33,N,83,15
NA,NA,140093,11.05,N,83,15
NA,NA,140094,16.41,N,83,15
NA,NA,140095,59.35,N,83,15
NA,NA,140096,19.57,N,83,15
NA,NA,140097,13.52,N,83,15
NA,NA,140098,9.06,N,83,15
NA,NA,140099,115.15,N,83,15
NA,NA,140101,17.14,N,83,15
NA,NA,140102,21.93,N,83,15
NA,NA,140103,25.95,N,83,15
NA,NA,140104,48.17,N,83,15
NA,NA,140105,57.53,N,83,15
NA,NA,140106,26.42,N,83,15
NA,NA,140107,24.08,N,83,15
NA,NA,140109,6.21,N,83,15
NA,NA,140111,15.33,N,83,15
NA,NA,140112,10.67,N,83,15
NA,NA,140114,8.23,N,83,15
NA,NA,140126,22.16,N,83,15
NA,NA,140127,7.03,N,83,15
NA,NA,140128,10.79,N,83,15
NA,NA,140132,7.67,N,83,15
NA,NA,140137,10.55,N,83,15
NA,NA,140140,26.58,N,83,15
NA,NA,140141,7.83,N,83,15
NA,NA,140142,5.76,N,83,15
NA,NA,140143,20.57,N,83,15
NA,NA,140146,11.62,N,83,15
NA,NA,140147,6.93,N,83,15
NA,NA,140150,6.75,N,83,15
NA,NA,140152,21.77,N,83,15
NA,NA,140153,10.6,N,83,15
NA,NA,140171,5.24,N,83,15
NA,NA,140180,29.04,N,83,15
NA,NA,140187,5.85,N,83,15
NA,NA,140196,7.5,N,83,15
NA,NA,140209,25.92,N,83,15
NA,NA,140214,7.94,N,83,15
NA,NA,140225,9.79,N,83,15
NA,NA,140234,6.77,N,83,15
NA,NA,140250,8.95,N,83,15
NA,NA,140271,9.56,N,83,15
NA,NA,140293,3.79,N,83,15
NA,NA,140316,7.48,N,83,15
NA,NA,140324,3.6,N,83,15
NA,NA,140334,4.8,N,83,15
NA,NA,140336,14.3,N,83,15
NA,NA,140347,29.23,N,83,15
NA,NA,140348,53.82,N,83,15
NA,NA,140349,28.73,N,83,15
NA,NA,140360,13.33,N,83,15
NA,NA,140361,11.9,N,83,15
NA,NA,140365,5.9,N,NA,NA
NA,NA,140366,14.93,N,NA,NA
NA,NA,140368,13.57,N,83,15
NA,NA,140369,8.56,N,83,15
NA,NA,140370,11.12,N,83,15
NA,NA,140372,12.54,N,NA,NA
NA,NA,140373,8.51,N,83,15
NA,NA,140379,3.75,N,83,15
NA,NA,140380,NA,N,83,15
NA,NA,140381,NA,N,83,15
NA,NA,140382,NA,N,83,15
NA,NA,140383,NA,N,83,15
NA,NA,140384,NA,N,83,15
NA,NA,140385,NA,N,83,15
NA,NA,140386,NA,N,83,15
NA,NA,140387,NA,N,83,15
NA,NA,140388,NA,N,83,15
NA,NA,150002,139.41,N,83,15
NA,NA,150003,71.7,N,83,15
NA,NA,150004,41.23,N,83,15
NA,NA,150006,11.58,N,83,15
NA,NA,150007,8.45,N,83,15
NA,NA,150008,92.02,N,83,15
NA,NA,150009,21.93,N,83,15
NA,NA,150011,23.29,N,83,15
NA,NA,150012,47.03,N,83,15
NA,NA,150013,28.83,N,83,15
NA,NA,150014,9.68,N,83,15
NA,NA,150015,16.31,N,83,15
NA,NA,150017,77.43,N,83,15
NA,NA,150018,104.66,N,83,15
NA,NA,150019,355.12,N,83,15
NA,NA,150020,73.73,N,83,15
NA,NA,150021,116.72,N,83,15
NA,NA,150022,56.55,N,83,15
NA,NA,150023,18.12,N,83,15
NA,NA,150024,7.6,N,83,15
NA,NA,150025,13.49,N,83,15
NA,NA,150026,30.87,N,83,15
NA,NA,150027,356.65,N,83,15
NA,NA,150028,432.01,N,83,15
NA,NA,150029,262.88,N,83,15
NA,NA,150030,23.77,N,83,15
NA,NA,150031,14.35,N,83,15
NA,NA,150032,15.74,N,83,15
NA,NA,150033,6.79,N,83,15
NA,NA,150034,19.1,N,83,15
NA,NA,150035,79.87,N,83,15
NA,NA,150036,35.01,N,83,15
NA,NA,150037,176.34,N,83,15
NA,NA,150038,73.24,N,83,15
NA,NA,150039,16.17,N,83,15
NA,NA,150040,97.43,N,83,15
NA,NA,150041,13.75,N,83,15
NA,NA,150042,21.45,N,83,15
NA,NA,150043,46.54,N,83,15
NA,NA,150044,31.58,N,83,15
NA,NA,150045,27.93,N,83,15
NA,NA,150046,9.89,N,83,15
NA,NA,150047,22.34,N,83,15
NA,NA,150048,20.52,N,83,15
NA,NA,150049,24.47,N,83,15
NA,NA,150050,56.22,N,83,15
NA,NA,150051,16.28,N,83,15
NA,NA,150052,31.17,N,83,15
NA,NA,150053,21.37,N,83,15
NA,NA,150054,181.92,N,83,15
NA,NA,150055,33.6,N,83,15
NA,NA,150056,13.59,N,83,15
NA,NA,150057,158.86,N,83,15
NA,NA,150058,224.49,N,83,15
NA,NA,150059,1526.72,N,83,15
NA,NA,150061,210.81,N,83,15
NA,NA,150062,114.51,N,83,15
NA,NA,150064,14.42,N,83,15
NA,NA,150065,16.55,N,83,15
NA,NA,150066,73.59,N,83,15
NA,NA,150067,9.3,N,83,15
NA,NA,150069,60.99,N,83,15
NA,NA,150070,56.84,N,83,15
NA,NA,150071,20.2,N,83,15
NA,NA,150072,26.77,N,83,15
NA,NA,150073,12.51,N,83,15
NA,NA,150074,36.54,N,83,15
NA,NA,150075,141.52,N,83,15
NA,NA,150076,48.56,N,83,15
NA,NA,150077,38.07,N,83,15
NA,NA,150078,13.13,N,83,15
NA,NA,150079,230.02,N,83,15
NA,NA,150080,47.73,N,83,15
NA,NA,150082,22.41,N,83,15
NA,NA,150083,98.87,N,83,15
NA,NA,150084,49.99,N,83,15
NA,NA,150085,37.33,N,83,15
NA,NA,150086,63.04,N,83,15
NA,NA,150088,10.05,N,83,15
NA,NA,150089,5.86,N,83,15
NA,NA,150091,17.03,N,83,15
NA,NA,150092,13.29,N,83,15
NA,NA,150093,26.42,N,83,15
NA,NA,150094,25.59,N,83,15
NA,NA,150095,78.26,N,83,15
NA,NA,150096,30.76,N,83,15
NA,NA,150097,188.02,N,83,15
NA,NA,150098,48.4,N,83,15
NA,NA,150099,31.86,N,83,15
NA,NA,150100,32.3,N,83,15
NA,NA,150101,13.35,N,83,15
NA,NA,150102,25.51,N,83,15
NA,NA,150103,14.86,N,83,15
NA,NA,150104,69.4,N,83,15
NA,NA,150105,12.54,N,83,15
NA,NA,150107,119.4,N,83,15
NA,NA,150108,132.4,N,83,15
NA,NA,150109,16.06,N,83,15
NA,NA,150110,11.61,N,83,15
NA,NA,150111,11.23,N,83,15
NA,NA,150112,36.62,N,83,15
NA,NA,150113,24.15,N,83,15
NA,NA,150114,34.37,N,83,15
NA,NA,150115,13.47,N,83,15
NA,NA,150116,116.4,N,83,15
NA,NA,150117,50.54,N,83,15
NA,NA,150118,33.59,N,83,15
NA,NA,150119,29.37,N,83,15
NA,NA,150120,14.88,N,83,15
NA,NA,150121,65.57,N,83,15
NA,NA,150122,54.48,N,83,15
NA,NA,150123,83.58,N,83,15
NA,NA,150124,89.25,N,83,15
NA,NA,150125,34.82,N,83,15
NA,NA,150126,18.31,N,83,15
NA,NA,150127,43.73,N,83,15
NA,NA,150128,49.2,N,83,15
NA,NA,150129,13.67,N,83,15
NA,NA,150130,2018.36,N,83,15
NA,NA,150131,86.18,N,83,15
NA,NA,150132,14.79,N,83,15
NA,NA,150133,14.54,N,83,15
NA,NA,150134,56.63,N,83,15
NA,NA,150135,48.44,N,83,15
NA,NA,150136,45.04,N,83,15
NA,NA,150137,109.8,N,83,15
NA,NA,150138,47.01,N,83,15
NA,NA,150139,69.14,N,83,15
NA,NA,150140,72.29,N,83,15
NA,NA,150141,42.29,N,83,15
NA,NA,150142,39.01,N,83,15
NA,NA,150143,36.65,N,83,15
NA,NA,150145,28.41,N,83,15
NA,NA,150146,6.25,N,83,15
NA,NA,150147,27.46,N,83,15
NA,NA,150148,70.33,N,83,15
NA,NA,150150,20.1,N,83,15
NA,NA,150151,19.34,N,83,15
NA,NA,150152,24.63,N,83,15
NA,NA,150153,44.23,N,83,15
NA,NA,150154,21.03,N,83,15
NA,NA,150155,19.16,N,83,15
NA,NA,150156,65.95,N,83,15
NA,NA,150157,45.26,N,83,15
NA,NA,150158,4.9,N,83,15
NA,NA,150159,14.32,N,83,15
NA,NA,150160,13.62,N,83,15
NA,NA,150162,148.09,N,83,15
NA,NA,150163,42.62,N,83,15
NA,NA,150164,68.59,N,83,15
NA,NA,150166,15.77,N,83,15
NA,NA,150167,13.84,N,83,15
NA,NA,150168,7.29,N,83,15
NA,NA,150169,14.35,N,83,15
NA,NA,150170,5.47,N,83,15
NA,NA,150173,8.17,N,83,15
NA,NA,150174,15.61,N,83,15
NA,NA,150175,16,N,83,15
NA,NA,150176,20.3,N,83,15
NA,NA,150177,22.47,N,83,15
NA,NA,150178,15.17,N,83,15
NA,NA,150179,15.96,N,83,15
NA,NA,150180,23.77,N,83,15
NA,NA,150182,4.94,N,83,15
NA,NA,150183,12.2,N,83,15
NA,NA,150184,13.44,N,83,15
NA,NA,150185,24.75,N,83,15
NA,NA,150188,11.65,N,83,15
NA,NA,150190,22.86,N,83,15
NA,NA,150191,7.67,N,83,15
NA,NA,150192,5.37,N,83,15
NA,NA,150193,9.9,N,83,15
NA,NA,150194,8.44,N,83,15
NA,NA,150195,11.43,N,83,15
NA,NA,150197,12.94,N,83,15
NA,NA,150198,9.53,N,83,15
NA,NA,150199,8.14,N,83,15
NA,NA,150200,11.6,N,83,15
NA,NA,150201,3.72,N,83,15
NA,NA,150202,2221.64,N,83,15
NA,NA,150204,15.77,N,83,15
NA,NA,150205,12.1,N,83,15
NA,NA,150206,19.85,N,83,15
NA,NA,150207,9.06,N,83,15
NA,NA,150208,30.44,N,83,15
NA,NA,150209,27.15,N,83,15
NA,NA,150210,12.83,N,83,15
NA,NA,150211,10.79,N,83,15
NA,NA,150212,10.61,N,83,15
NA,NA,150213,31.78,N,83,15
NA,NA,150214,23.6,N,83,15
NA,NA,150215,11.73,N,83,15
NA,NA,150216,21.51,N,83,15
NA,NA,150217,21.32,N,83,15
NA,NA,150218,29.05,N,83,15
NA,NA,150219,14.53,N,83,15
NA,NA,150220,32.17,N,83,15
NA,NA,150221,8.36,N,83,15
NA,NA,150222,12.56,N,83,15
NA,NA,150223,15.09,N,83,15
NA,NA,150225,11.09,N,83,15
NA,NA,150227,7.76,N,83,15
NA,NA,150228,13.14,N,83,15
NA,NA,150229,52.82,N,83,15
NA,NA,150230,9.35,N,83,15
NA,NA,150231,6.25,N,83,15
NA,NA,150232,8.27,N,83,15
NA,NA,150233,9.45,N,83,15
NA,NA,150234,7.32,N,83,15
NA,NA,150235,6.94,N,83,15
NA,NA,150237,21.56,N,83,15
NA,NA,150239,12.33,N,83,15
NA,NA,150240,12.56,N,83,15
NA,NA,150241,12.11,N,83,15
NA,NA,150245,850.84,N,83,15
NA,NA,150246,18.87,N,83,15
NA,NA,150247,13.27,N,83,15
NA,NA,150248,16.36,N,83,15
NA,NA,150249,14.73,N,83,15
NA,NA,150250,13.12,N,83,15
NA,NA,150251,8.51,N,83,15
NA,NA,150252,26.92,N,83,15
NA,NA,150253,13.92,N,83,15
NA,NA,150254,14.16,N,83,15
NA,NA,150255,14.48,N,83,15
NA,NA,150256,11.63,N,83,15
NA,NA,150257,59.37,N,83,15
NA,NA,150258,12.04,N,83,15
NA,NA,150259,9.58,N,83,15
NA,NA,150260,15.24,N,83,15
NA,NA,150261,10.89,N,83,15
NA,NA,150262,8.5,N,83,15
NA,NA,150263,12.25,N,83,15
NA,NA,150264,13.86,N,83,15
NA,NA,150265,7.87,N,83,15
NA,NA,150266,11.73,N,83,15
NA,NA,150267,11.16,N,83,15
NA,NA,150268,16.08,N,83,15
NA,NA,150269,10.94,N,83,15
NA,NA,150270,16.03,N,83,15
NA,NA,150271,21.64,N,83,15
NA,NA,150272,9,N,83,15
NA,NA,150273,14.1,N,83,15
NA,NA,150274,13.1,N,83,15
NA,NA,150275,15.35,N,83,15
NA,NA,150276,21.44,N,83,15
NA,NA,150277,10.61,N,83,15
NA,NA,150278,11.99,N,83,15
NA,NA,150279,11.26,N,83,15
NA,NA,150280,15.98,N,83,15
NA,NA,150281,16.38,N,83,15
NA,NA,150282,15.09,N,83,15
NA,NA,150283,10.73,N,83,15
NA,NA,150285,12.99,N,83,15
NA,NA,150288,25.89,N,83,15
NA,NA,150289,19.96,N,83,15
NA,NA,150290,11.39,N,83,15
NA,NA,150291,70.7,N,83,15
NA,NA,150292,5.06,N,83,15
NA,NA,150293,64.34,N,83,15
NA,NA,150294,8.98,N,83,15
NA,NA,150296,10.5,N,83,15
NA,NA,150297,5.52,N,83,15
NA,NA,150298,4.87,N,83,15
NA,NA,150299,6.35,N,83,15
NA,NA,150300,15.17,N,83,15
NA,NA,150301,6.56,N,83,15
NA,NA,150302,6.68,N,83,15
NA,NA,150306,9.58,N,83,15
NA,NA,150307,3.15,N,83,15
NA,NA,150309,10.87,N,83,15
NA,NA,150310,20.87,N,83,15
NA,NA,150311,5.72,N,83,15
NA,NA,150312,12.84,N,83,15
NA,NA,150313,3.32,N,83,15
NA,NA,150314,10.04,N,83,15
NA,NA,150315,9.91,N,83,15
NA,NA,150316,14.77,N,83,15
NA,NA,150317,5.94,N,83,15
NA,NA,150318,18.25,N,83,15
NA,NA,150319,11.29,N,83,15
NA,NA,150320,12.07,N,83,15
NA,NA,150321,16.41,N,83,15
NA,NA,150322,14.28,N,83,15
NA,NA,150323,6.86,N,83,15
NA,NA,150324,11.76,N,83,15
NA,NA,150327,16.58,N,83,15
NA,NA,150329,2.64,N,83,15
NA,NA,150330,9.47,N,83,15
NA,NA,150332,11.23,N,83,15
NA,NA,150333,26.62,N,83,15
NA,NA,150334,6.96,N,83,15
NA,NA,150335,9.42,N,83,15
NA,NA,150336,9.18,N,83,15
NA,NA,150337,4.32,N,83,15
NA,NA,150338,4.75,N,83,15
NA,NA,150339,4.93,N,83,15
NA,NA,150346,9.33,N,83,15
NA,NA,150349,7.06,N,83,15
NA,NA,150353,2.54,N,83,15
NA,NA,150354,4.7,N,83,15
NA,NA,150364,3.67,N,83,15
NA,NA,150366,6.08,N,83,15
NA,NA,150371,8.38,N,83,15
NA,NA,150372,11.71,N,83,15
